,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,class_minor,class_major,OCC_CODE_minor,OCC_TITLE_minor,TOT_EMP_minor,A_MEAN_minor,OCC_CODE_major,OCC_TITLE_major,TOT_EMP_major,A_MEAN_major
458,51-6030,Sewing Machine Operators,136450,26990,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
459,51-6041,Shoe and Leather Workers and Repairers,8640,29800,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
460,51-6042,Shoe Machine Operators and Tenders,3810,30110,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
461,51-6050,"Tailors, Dressmakers, and Sewers",26500,33350,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
462,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,9330,29930,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
463,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",13310,29440,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
464,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",21190,30470,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
465,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",31650,29660,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
466,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",18130,35500,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
467,51-6092,Fabric and Apparel Patternmakers,5220,49180,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
468,51-6093,Upholsterers,32870,35920,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
469,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",15360,31070,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
470,51-7010,Cabinetmakers and Bench Carpenters,102100,36580,51-7000,51-0000,51-7000,Woodworkers,257840,33680,51-0000,Production Occupations,9115530,39190
471,51-7020,Furniture Finishers,17250,33850,51-7000,51-0000,51-7000,Woodworkers,257840,33680,51-0000,Production Occupations,9115530,39190
472,51-7030,"Model Makers and Patternmakers, Wood",1280,55540,51-7000,51-0000,51-7000,Woodworkers,257840,33680,51-0000,Production Occupations,9115530,39190
473,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",52260,31200,51-7000,51-0000,51-7000,Woodworkers,257840,33680,51-0000,Production Occupations,9115530,39190
474,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",78980,31110,51-7000,51-0000,51-7000,Woodworkers,257840,33680,51-0000,Production Occupations,9115530,39190
475,51-7090,Miscellaneous Woodworkers,5970,34530,51-7000,51-0000,51-7000,Woodworkers,257840,33680,51-0000,Production Occupations,9115530,39190
476,51-8010,"Power Plant Operators, Distributors, and Dispatchers",51820,81760,51-8000,51-0000,51-8000,Plant and System Operators,301200,61820,51-0000,Production Occupations,9115530,39190
477,51-8020,Stationary Engineers and Boiler Operators,31710,63690,51-8000,51-0000,51-8000,Plant and System Operators,301200,61820,51-0000,Production Occupations,9115530,39190
478,51-8030,Water and Wastewater Treatment Plant and System Operators,123650,49490,51-8000,51-0000,51-8000,Plant and System Operators,301200,61820,51-0000,Production Occupations,9115530,39190
479,51-8090,Miscellaneous Plant and System Operators,94010,66430,51-8000,51-0000,51-8000,Plant and System Operators,301200,61820,51-0000,Production Occupations,9115530,39190
480,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",132660,48470,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
481,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",190770,37960,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
482,51-9030,Cutting Workers,71420,35090,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
483,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",72870,36800,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
484,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",17730,40610,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
485,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",557510,42010,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
486,51-9070,Jewelers and Precious Stone and Metal Workers,25910,43570,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
487,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",77110,39840,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
488,51-9110,Packaging and Filling Machine Operators and Tenders,395330,32740,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
489,51-9120,Painting Workers,156470,39850,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
490,51-9140,Semiconductor Processors,25730,39810,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
491,51-9150,Photographic Process Workers and Processing Machine Operators,16680,34910,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
492,51-9191,Adhesive Bonding Machine Operators and Tenders,16310,35850,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
493,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",17630,33090,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
494,51-9193,Cooling and Freezing Equipment Operators and Tenders,8820,34520,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
495,51-9194,Etchers and Engravers,8600,34550,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
496,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",42500,35190,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
497,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",97960,40320,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
498,51-9197,Tire Builders,23920,45530,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
499,51-9198,Helpers--Production Workers,350410,29380,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
500,51-9199,"Production Workers, All Other",230760,34490,51-9000,51-0000,51-9000,Other Production Occupations,2537090,37270,51-0000,Production Occupations,9115530,39190
501,53-1000,Supervisors of Transportation and Material Moving Workers,419980,58070,53-1000,53-0000,53-1000,Supervisors of Transportation and Material Moving Workers,419980,58070,53-0000,Transportation and Material Moving Occupations,10244260,38290
502,53-2010,Aircraft Pilots and Flight Engineers,120760,146660,53-2000,53-0000,53-2000,Air Transportation Workers,271890,101910,53-0000,Transportation and Material Moving Occupations,10244260,38290
503,53-2020,Air Traffic Controllers and Airfield Operations Specialists,32360,101100,53-2000,53-0000,53-2000,Air Transportation Workers,271890,101910,53-0000,Transportation and Material Moving Occupations,10244260,38290
504,53-2030,Flight Attendants,118770,56630,53-2000,53-0000,53-2000,Air Transportation Workers,271890,101910,53-0000,Transportation and Material Moving Occupations,10244260,38290
505,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",15380,29010,53-3000,53-0000,53-3000,Motor Vehicle Operators,4088870,39400,53-0000,Transportation and Material Moving Occupations,10244260,38290
506,53-3020,Bus Drivers,678260,36280,53-3000,53-0000,53-3000,Motor Vehicle Operators,4088870,39400,53-0000,Transportation and Material Moving Occupations,10244260,38290
507,53-3030,Driver/Sales Workers and Truck Drivers,3130500,40920,53-3000,53-0000,53-3000,Motor Vehicle Operators,4088870,39400,53-0000,Transportation and Material Moving Occupations,10244260,38290
508,53-3040,Taxi Drivers and Chauffeurs,207920,28450,53-3000,53-0000,53-3000,Motor Vehicle Operators,4088870,39400,53-0000,Transportation and Material Moving Occupations,10244260,38290
509,53-3090,Miscellaneous Motor Vehicle Operators,56810,35640,53-3000,53-0000,53-3000,Motor Vehicle Operators,4088870,39400,53-0000,Transportation and Material Moving Occupations,10244260,38290
510,53-4010,Locomotive Engineers and Operators,41090,65240,53-4000,53-0000,53-4000,Rail Transportation Workers,109460,64380,53-0000,Transportation and Material Moving Occupations,10244260,38290
511,53-4020,"Railroad Brake, Signal, and Switch Operators",14270,58890,53-4000,53-0000,53-4000,Rail Transportation Workers,109460,64380,53-0000,Transportation and Material Moving Occupations,10244260,38290
512,53-4030,Railroad Conductors and Yardmasters,42360,66080,53-4000,53-0000,53-4000,Rail Transportation Workers,109460,64380,53-0000,Transportation and Material Moving Occupations,10244260,38290
513,53-4040,Subway and Streetcar Operators,8850,62970,53-4000,53-0000,53-4000,Rail Transportation Workers,109460,64380,53-0000,Transportation and Material Moving Occupations,10244260,38290
514,53-4090,Miscellaneous Rail Transportation Workers,2890,58490,53-4000,53-0000,53-4000,Rail Transportation Workers,109460,64380,53-0000,Transportation and Material Moving Occupations,10244260,38290
515,53-5010,Sailors and Marine Oilers,32220,46180,53-5000,53-0000,53-5000,Water Transportation Workers,79860,66040,53-0000,Transportation and Material Moving Occupations,10244260,38290
516,53-5020,Ship and Boat Captains and Operators,38910,80310,53-5000,53-0000,53-5000,Water Transportation Workers,79860,66040,53-0000,Transportation and Material Moving Occupations,10244260,38290
517,53-5030,Ship Engineers,8740,75710,53-5000,53-0000,53-5000,Water Transportation Workers,79860,66040,53-0000,Transportation and Material Moving Occupations,10244260,38290
518,53-6010,Bridge and Lock Tenders,3170,47660,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
519,53-6020,Parking Lot Attendants,145900,25130,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
520,53-6030,Automotive and Watercraft Service Attendants,113760,25940,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
521,53-6040,Traffic Technicians,7290,50700,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
522,53-6050,Transportation Inspectors,29990,75330,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
523,53-6060,"Transportation Attendants, Except Flight Attendants",25460,30640,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
524,53-6090,Miscellaneous Transportation Workers,37560,42870,53-6000,53-0000,53-6000,Other Transportation Workers,363130,32460,53-0000,Transportation and Material Moving Occupations,10244260,38290
525,53-7010,Conveyor Operators and Tenders,23390,35110,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
526,53-7020,Crane and Tower Operators,44410,58160,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
527,53-7030,"Dredge, Excavating, and Loading Machine Operators",49780,48790,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
528,53-7040,Hoist and Winch Operators,3180,56390,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
529,53-7050,Industrial Truck and Tractor Operators,604130,36480,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
530,53-7061,Cleaners of Vehicles and Equipment,378850,26900,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
531,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2893180,30890,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
532,53-7063,Machine Feeders and Offbearers,66380,31710,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
533,53-7064,"Packers and Packagers, Hand",663970,26490,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
534,53-7070,Pumping Station Operators,27560,52510,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
535,53-7080,Refuse and Recyclable Material Collectors,118520,40560,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
536,53-7110,Mine Shuttle Car Operators,1690,56150,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
537,53-7120,"Tank Car, Truck, and Ship Loaders",9000,42330,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
538,53-7190,Miscellaneous Material Moving Workers,27010,35000,53-7000,53-0000,53-7000,Material Moving Workers,4911060,31560,53-0000,Transportation and Material Moving Occupations,10244260,38290
