OCCLY,OCC,ASECWT,Observations,OCCLY_label,OCC_label,EMPOCCLY_unadj,EMPOCC_unadj,EMPOCC_incimp,transition_prob,transition_prob_adj,incoming_prob,transition_adj_networkers
8800,8800,1886367.98,1209,Packaging and filling machine operators and tenders,Packaging and filling machine operators and tenders,1991355.83,2035778.78,2553341.85,0.9472782069289947,0.9182812207399418,0.926607546228574,1828624.6625
8800,8965,7794.21,6,Packaging and filling machine operators and tenders,Production workers all other,1991355.83,7344078.47,9050888.55,0.003914021734628913,0.006066733688674816,0.0010612917647651442,12081.025500000002
8800,9130,2294.0,3,Packaging and filling machine operators and tenders,Driver/sales workers and truck drivers,1991355.83,26324692.88,32248726.71,0.0011519789509441916,0.001785567373963497,8.714251712098227e-05,3555.7
8800,9610,1736.13,2,Packaging and filling machine operators and tenders,Cleaners of vehicles and equipment,1991355.83,2445076.7,3014741.89,0.0008718331369236004,0.0013513413622315807,0.000710051345219559,2691.0015000000003
8800,9620,5705.62,5,Packaging and filling machine operators and tenders,Laborers and freight stock and material movers hand,1991355.83,14454385.23,17641865.57,0.0028651936103252828,0.004441050096004188,0.0003947328031743623,8843.711000000001
8800,9640,9348.529999999999,2,Packaging and filling machine operators and tenders,Packers and packagers hand,1991355.83,3964948.59,4757604.76,0.0046945552669007415,0.00727656066369615,0.0023577934966364845,14490.221499999998
8800,9750,1815.11,1,Packaging and filling machine operators and tenders,Material moving workers all other,1991355.83,406993.09,497316.33,0.0009114945569521846,0.0014128165632758861,0.004459805447802566,2813.4204999999997
8810,3600,1676.19,1,Painting workers,Nursing psychiatric and home health aides,1201772.22,15843856.34,19763541.94,0.0013947651411013646,0.002161885968707115,0.00010579431951602763,2598.0945
8810,3930,2117.08,1,Painting workers,Security guards and gaming surveillance officers,1201772.22,7481637.32,9006797.47,0.0017616316676050308,0.0027305290847877976,0.0002829701453638493,3281.4739999999997
8810,4040,1594.88,1,Painting workers,Bartenders,1201772.22,3308857.03,4154434.73,0.0013271067290938046,0.0020570154300953974,0.000482003297676479,2472.0640000000003
8810,4110,2054.18,1,Painting workers,Waiters and waitresses,1201772.22,14448397.1,18117752.05,0.0017092922983358693,0.0026494030624205976,0.00014217355640093807,3183.9790000000003
8810,4220,273.54,1,Painting workers,Janitors and building cleaners,1201772.22,17966732.16,21540570.15,0.00022761384848786072,0.0003528014651561841,1.5224805354921037e-05,423.987
8810,4610,2615.38,1,Painting workers,Personal and home care aides,1201772.22,10187701.91,12224595.16,0.0021762693100028556,0.0033732174305044263,0.0002567193291583067,4053.839
8810,4700,2216.58,1,Painting workers,First-line supervisors/managers of retail sales workers,1201772.22,26229527.18,32085839.1,0.0018444260593742131,0.0028588603920300304,8.450705133907794e-05,3435.6989999999996
8810,4720,164.23,1,Painting workers,Cashiers,1201772.22,22819083.82,27819222.17,0.00013665651216334488,0.00021181759385318459,7.1970461783421415e-06,254.5565
8810,6230,4048.53,1,Painting workers,Carpenters,1201772.22,10009886.8,12282250.44,0.0033687997880330438,0.005221639671451218,0.0004044531252840941,6275.221500000001
8810,6360,1720.88,1,Painting workers,Glaziers,1201772.22,330862.49,436007.55,0.001431951888520106,0.002219525427206164,0.005201194006609816,2667.364
8810,6420,1411.13,1,Painting workers,Painters construction and maintenance,1201772.22,4244132.28,5158270.57,0.0011742075382637819,0.001820021684308862,0.0003324896367273454,2187.2515000000003
8810,6440,4436.77,1,Painting workers,Pipelayers plumbers pipefitters and steamfitters,1201772.22,4722951.85,5666272.27,0.0036918560157764343,0.005722376824453473,0.000939406147026462,6876.9935000000005
8810,6940,1776.64,1,Painting workers,Other extraction workers,1201772.22,595895.14,732474.91,0.0014783500320884437,0.0022914425497370878,0.002981464154918263,2753.7920000000004
8810,7150,5446.25,1,Painting workers,Automotive body and related repairers,1201772.22,1122512.71,1327464.38,0.004531848805757883,0.007024365648924719,0.004851838158696662,8441.6875
8810,7200,1988.79,1,Painting workers,Automotive service technicians and mechanics,1201772.22,6702992.88,8201612.52,0.0016548809890113785,0.0025650655329676367,0.0002967017921105117,3082.6245
8810,7750,802.72,1,Painting workers,Miscellaneous assemblers and fabricators,1201772.22,8077589.1,9742648.04,0.0006679468759895282,0.0010353176577837687,9.937618639205108e-05,1244.216
8810,8810,1154843.35,645,Painting workers,Painting workers,1201772.22,1215898.2,1442132.86,0.9609502789139194,0.939472932316575,0.9497862156552253,1129032.4715
8810,9130,713.15,1,Painting workers,Driver/sales workers and truck drivers,1201772.22,26324692.88,32248726.71,0.0005934152813084662,0.0009197936860281227,2.7090534474641896e-05,1105.3825
8810,9600,5158.6,3,Painting workers,Industrial truck and tractor operators,1201772.22,4688584.96,5605525.71,0.004292493963623157,0.006653365643615893,0.0011002466722923583,7995.83
8810,9620,6713.35,2,Painting workers,Laborers and freight stock and material movers hand,1201772.22,14454385.23,17641865.57,0.005586208341544124,0.008658622929393393,0.00046445074578934547,10405.692500000001
8830,740,1312.14,1,Photographic process workers and processing machine operators,Business operations specialists all other,298246.93,2063381.73,2449590.19,0.0043995088231084225,0.006819238675818055,0.0006359172328234195,2033.8170000000002
8830,1020,4039.54,1,Photographic process workers and processing machine operators,Software developers applications and systems software,298246.93,11204364.41,12889926.55,0.013544280237855257,0.02099363436867565,0.0003605327220877137,6261.287
8830,1550,2215.37,1,Photographic process workers and processing machine operators,Engineering technicians except drafters,298246.93,3195462.51,3904723.61,0.007427972519281255,0.011513357404885946,0.0006932861809729071,3433.8235000000004
8830,3600,3703.15,1,Photographic process workers and processing machine operators,Nursing psychiatric and home health aides,298246.93,15843856.34,19763541.94,0.01241638933215507,0.019245403464840362,0.00023372781982697528,5739.882500000001
8830,4010,3176.73,1,Photographic process workers and processing machine operators,First-line supervisors/managers of food preparation and serving workers,298246.93,4537306.49,5375486.24,0.010651341826049978,0.016509579830377468,0.0007001356436911098,4923.931500000001
8830,4020,1363.98,1,Photographic process workers and processing machine operators,Cooks,298246.93,15449173.12,18908265.0,0.004573324526760426,0.007088653016478661,8.828822030832419e-05,2114.169
8830,4050,1699.43,1,Photographic process workers and processing machine operators,Combined food preparation and serving workers including fast food,298246.93,2492554.89,3086582.39,0.005698063681661368,0.00883199870657512,0.0006818024376586547,2634.1165000000005
8830,4110,1649.75,1,Photographic process workers and processing machine operators,Waiters and waitresses,298246.93,14448397.1,18117752.05,0.005531490298994864,0.00857380996344204,0.00011418221610202007,2557.1125000000006
8830,4350,1462.88,1,Photographic process workers and processing machine operators,Nonfarm animal caretakers,298246.93,1607691.56,1986835.4,0.004904928945957634,0.007602639866234332,0.000909925782032469,2267.464
8830,4700,267.81,1,Photographic process workers and processing machine operators,First-line supervisors/managers of retail sales workers,298246.93,26229527.18,32085839.1,0.0008979472144105558,0.0013918181823363615,1.0210248860460016e-05,415.1055
8830,4720,1135.05,1,Photographic process workers and processing machine operators,Cashiers,298246.93,22819083.82,27819222.17,0.0038057390900888737,0.005898895589637755,4.974126082157491e-05,1759.3275
8830,4760,963.41,1,Photographic process workers and processing machine operators,Retail salespersons,298246.93,24133685.46,30119043.79,0.0032302428058521844,0.005006876349070886,3.9919721403379886e-05,1493.2855000000002
8830,4840,4336.2,1,Photographic process workers and processing machine operators,Sales representatives services all other,298246.93,3841904.22,4680526.03,0.01453895937839159,0.022535387036506965,0.0011286590585540416,6721.11
8830,5860,700.7,1,Photographic process workers and processing machine operators,Office clerks general,298246.93,9282059.52,11522735.6,0.0023493955159907265,0.003641563049785626,7.548971200736279e-05,1086.085
8830,8830,268394.86,142,Photographic process workers and processing machine operators,Photographic process workers and processing machine operators,298246.93,276929.99,300767.38,0.8999082069344352,0.8448577207483745,0.9691794666225929,251976.22149999999
8830,9620,1825.93,1,Photographic process workers and processing machine operators,Laborers and freight stock and material movers hand,298246.93,14454385.23,17641865.57,0.006122208869006632,0.00948942374696028,0.00012632360151923253,2830.1915000000004
8840,8840,9207.93,7,Semiconductor processors,Semiconductor processors,9207.93,9207.93,10165.18,1.0,1.0,1.0,9207.93
8850,4140,434.31,1,Cementing and gluing machine operators and tenders,Dishwashers,61824.99,1794688.56,2269643.19,0.007024829280198833,0.010888485384308191,0.00024199741931825764,673.1805
8850,4610,249.47,1,Cementing and gluing machine operators and tenders,Personal and home care aides,61824.99,10187701.91,12224595.16,0.004035099722620255,0.006254404570061395,2.4487367436136538e-05,386.6785
8850,8850,61141.21,38,Cementing and gluing machine operators and tenders,Cementing and gluing machine operators and tenders,61824.99,62934.88,76321.79,0.988940070997181,0.9828571100456305,0.9714995881457151,60765.131
8860,8140,193.14,1,Cleaning washing and metal pickling equipment operators and tenders,Welding soldering and brazing workers,53682.4,4724627.82,5662697.24,0.0035978272208396045,0.005576632192301387,4.087941047597692e-05,299.367
8860,8320,3804.99,1,Cleaning washing and metal pickling equipment operators and tenders,Sewing machine operators,53682.4,1522546.41,1831759.86,0.07087965515699744,0.10986346549334604,0.002499096234445819,5897.7345
8860,8860,45031.299999999996,23,Cleaning washing and metal pickling equipment operators and tenders,Cleaning washing and metal pickling equipment operators and tenders,53682.4,46493.549999999996,56190.39,0.8388466238469218,0.7502122669627287,0.9685494009384097,40273.194999999985
8860,8965,1241.69,1,Cleaning washing and metal pickling equipment operators and tenders,Production workers all other,53682.4,7344078.47,9050888.55,0.023130299688538514,0.0358519645172347,0.00016907362919285366,1924.6195
8860,9610,3411.28,1,Cleaning washing and metal pickling equipment operators and tenders,Cleaners of vehicles and equipment,53682.4,2445076.7,3014741.89,0.06354559408670253,0.09849567083438893,0.001395162777511233,5287.484
8900,5410,226.72,1,Cooling and freezing equipment operators and tenders,Reservation and transportation ticket agents and travel clerks,3571.9,905639.16,1107832.6,0.06347322153475742,0.09838349337887399,0.00025034253156632494,351.416
8900,8900,3345.1800000000003,4,Cooling and freezing equipment operators and tenders,Cooling and freezing equipment operators and tenders,3571.9,3345.1800000000003,5147.59,0.9365267784652427,0.9016165066211261,1.0,3220.4840000000004
8910,8910,83468.35,39,Etchers and engravers,Etchers and engravers,83468.35,84216.67,101423.46,1.0,1.0,0.9911143482638296,83468.35
8920,2025,781.22,1,Molders shapers and casters except metal and plastic,Miscellaneous community and social service specialists including health educators and community health workers,288438.41,774634.33,896103.32,0.0027084464929618773,0.00419809206409091,0.0010085016500624238,1210.891
8920,8920,286631.92,152,Molders shapers and casters except metal and plastic,Molders shapers and casters except metal and plastic,288438.41,295404.61,353203.11,0.9937369991742778,0.9902923487201306,0.9703027992691109,285638.3505
8920,9140,1025.27,1,Molders shapers and casters except metal and plastic,Taxi drivers and chauffeurs,288438.41,4035001.4,4959079.22,0.0035545543327603285,0.0055095592157785095,0.0002540940877988295,1589.1685
8930,310,3117.78,1,Paper goods machine setters operators and tenders,Food service managers,280010.91,8686090.8,10832498.82,0.011134494723794871,0.017258466821882052,0.0003589393746609234,4832.559000000001
8930,6100,2180.08,1,Paper goods machine setters operators and tenders,Fishers and related fishing workers,280010.91,273515.52,327136.15,0.007785696635891795,0.012067829785632282,0.007970589749349506,3379.124
8930,7750,1610.21,1,Paper goods machine setters operators and tenders,Miscellaneous assemblers and fabricators,280010.91,8077589.1,9742648.04,0.005750525934864467,0.008913315199039925,0.00019934289551816893,2495.8255000000004
8930,7810,4003.91,1,Paper goods machine setters operators and tenders,Butchers and other meat poultry and fish processing workers,280010.91,2493594.1,2993538.56,0.01429912141637624,0.022163638195383174,0.001605678325915192,6206.0605
8930,8930,265890.58,126,Paper goods machine setters operators and tenders,Paper goods machine setters operators and tenders,280010.91,297447.53,338121.87,0.9495722148826274,0.9218369330680726,0.8939075069811472,258124.39850000007
8930,9600,1676.11,1,Paper goods machine setters operators and tenders,Industrial truck and tractor operators,280010.91,4688584.96,5605525.71,0.005985873907555959,0.009278104556711736,0.0003574873899693608,2597.9704999999994
8930,9620,1532.24,1,Paper goods machine setters operators and tenders,Laborers and freight stock and material movers hand,280010.91,14454385.23,17641865.57,0.005472072498889419,0.0084817123732786,0.00010600520019487539,2374.972
8940,310,304.92,1,Tire builders,Food service managers,86447.34,8686090.8,10832498.82,0.0035272340363509164,0.005467212756343921,3.510439932311092e-05,472.62600000000003
8940,4020,1537.38,1,Tire builders,Cooks,86447.34,15449173.12,18908265.0,0.017784005846796444,0.027565209062534488,9.951212197950956e-05,2382.939
8940,8940,84605.04,48,Tire builders,Tire builders,86447.34,86672.79,113623.03,0.9786887601168526,0.9669675781811214,0.9761430317404113,83591.77499999998
8950,735,3952.23,1,Helpers--production workers,Market research analysts and marketing specialists,308710.79,2222492.87,2670490.7,0.012802370788529938,0.019843674722221403,0.001778286919768611,6125.956499999999
8950,850,3536.64,1,Helpers--production workers,Personal financial advisors,308710.79,3779232.42,4610968.5,0.011456159339296175,0.01775704697590907,0.0009358090762779813,5481.7919999999995
8950,4050,707.23,1,Helpers--production workers,Combined food preparation and serving workers including fast food,308710.79,2492554.89,3086582.39,0.0022909144186375866,0.0035509173488882592,0.0002837369812144839,1096.2065
8950,4250,1644.96,1,Helpers--production workers,Grounds maintenance workers,308710.79,9023956.69,10920944.76,0.005328482363703582,0.008259147663740552,0.00018228810892043413,2549.688
8950,4750,5357.29,1,Helpers--production workers,Parts salespersons,308710.79,906218.26,1100292.45,0.017353750414749028,0.026898313142860994,0.005911699461893429,8303.7995
8950,4810,2019.68,1,Helpers--production workers,Insurance sales agents,308710.79,4867800.58,6006616.63,0.006542304530398824,0.010140572022118178,0.0004149060683172029,3130.504
8950,6260,1298.61,1,Helpers--production workers,Construction laborers,308710.79,12199027.18,15447565.55,0.004206558507397814,0.0065201656864666115,0.00010645193103012661,2012.8455
8950,6940,1246.8,1,Helpers--production workers,Other extraction workers,308710.79,595895.14,732474.91,0.004038731526034448,0.006260033865353395,0.002092314429683048,1932.54
8950,8220,1864.06,1,Helpers--production workers,Metalworkers and plastic workers all others,308710.79,3330302.47,3921299.25,0.006038208123532061,0.009359222591474694,0.0005597269367547867,2889.293
8950,8740,2415.72,1,Helpers--production workers,Inspectors testers sorters samplers and weighers,308710.79,5951524.19,7125837.42,0.00782518809919148,0.012129041553746795,0.00040589938356614487,3744.3660000000004
8950,8950,280091.16,158,Helpers--production workers,Helpers--production workers,308710.79,329864.86,421206.6,0.9072930687003198,0.8563042564854957,0.8491088138336408,264350.3635
8950,8965,1644.95,1,Helpers--production workers,Production workers all other,308710.79,7344078.47,9050888.55,0.005328449970925863,0.008259097454935088,0.00022398317320811525,2549.6725
8950,9620,2931.46,1,Helpers--production workers,Laborers and freight stock and material movers hand,308710.79,14454385.23,17641865.57,0.0094958132172834,0.014718510486789271,0.00020280765687050945,4543.763
8965,50,665.54,1,Production workers all other,Marketing and sales managers,7279358.01,8254144.44,9764646.76,9.1428392323295e-05,0.00014171400810110727,8.063100965071069e-05,1031.587
8965,160,1109.93,1,Production workers all other,Transportation storage and distribution managers,7279358.01,2215391.37,2609797.35,0.00015247635828258982,0.00023633835533801422,0.0005010085418902755,1720.3915
8965,205,320.41,1,Production workers all other,Farmers Ranchers and Other Agricultural Managers,7279358.01,7228455.36,8588148.1,4.4016244229207794e-05,6.822517855527208e-05,4.432620581335374e-05,496.63550000000004
8965,310,6022.34,2,Production workers all other,Food service managers,7279358.01,8686090.8,10832498.82,0.0008273174628486229,0.0012823420674153655,0.000693331458151462,9334.627
8965,340,3749.61,2,Production workers all other,Lodging managers,7279358.01,1183041.32,1481454.36,0.0005151017431549572,0.0007984077018901837,0.0031694666421287804,5811.8955000000005
8965,420,7306.89,1,Production workers all other,Social and community service managers,7279358.01,3263337.33,3730879.0,0.0010037822002932372,0.0015558624104545177,0.0022390851024892363,11325.6795
8965,565,780.67,1,Production workers all other,Compliance officers,7279358.01,2015893.63,2380813.09,0.00010724434749981475,0.00016622873862471286,0.0003872575360040202,1210.0384999999999
8965,735,1322.92,1,Production workers all other,Market research analysts and marketing specialists,7279358.01,2222492.87,2670490.7,0.00018173580667177545,0.00028169050034125196,0.0005952415046442871,2050.5260000000003
8965,1107,311.14,1,Production workers all other,Computer occupations all other,7279358.01,3956233.04,4916306.73,4.274278027987801e-05,6.625130943381092e-05,7.864551881908351e-05,482.26700000000005
8965,1550,2686.09,3,Production workers all other,Engineering technicians except drafters,7279358.01,3195462.51,3904723.61,0.00036900094710412524,0.0005719514680113942,0.0008405950598994824,4163.439500000001
8965,2340,862.45,1,Production workers all other,Other teachers and instructors,7279358.01,7215768.95,8613033.87,0.00011847885470328723,0.0001836422247900952,0.00011952295118872952,1336.7975000000001
8965,2600,4046.71,1,Production workers all other,Artists and related workers,7279358.01,1673123.23,1963292.15,0.0005559157819193454,0.0008616694619749854,0.0024186562755452268,6272.400500000001
8965,3320,707.08,1,Production workers all other,Diagnostic related technologists and technicians,7279358.01,2751215.12,3285131.52,9.713493951371133e-05,0.00015055915624625257,0.00025700643866772584,1095.9740000000002
8965,3500,207.53,1,Production workers all other,Licensed practical and licensed vocational nurses,7279358.01,4753791.5,5958063.27,2.850938224427294e-05,4.418954247862306e-05,4.365567989256576e-05,321.6715
8965,3600,1329.05,1,Production workers all other,Nursing psychiatric and home health aides,7279358.01,15843856.34,19763541.94,0.00018257791390040453,0.000282995766545627,8.38842496093978e-05,2060.0275
8965,3700,622.69,1,Production workers all other,First-line supervisors/managers of correctional officers,7279358.01,368487.48,446318.01,8.554188420800038e-05,0.0001325899205224006,0.0016898538859447818,965.1695000000001
8965,3730,226.95,1,Production workers all other,Supervisors protective service workers all other,7279358.01,683203.54,882370.36,3.1177199924530154e-05,4.832465988302174e-05,0.00033218504693345114,351.7725
8965,4000,1355.48,1,Production workers all other,Chefs and head cooks,7279358.01,3475612.97,4363701.4,0.00018620872859088848,0.00028862352931587716,0.0003899973937546907,2100.994
8965,4010,1284.5,2,Production workers all other,First-line supervisors/managers of food preparation and serving workers,7279358.01,4537306.49,5375486.24,0.00017645786870702353,0.0002735096964958865,0.00028309747265937947,1990.9750000000001
8965,4020,10289.82,7,Production workers all other,Cooks,7279358.01,15449173.12,18908265.0,0.0014135614687262785,0.0021910202765257317,0.0006660434134613413,15949.221
8965,4030,2480.74,2,Production workers all other,Food preparation workers,7279358.01,6454731.58,8003998.62,0.00034079104181881004,0.0005282261148191556,0.0003843289173614249,3845.147
8965,4040,2386.89,1,Production workers all other,Bartenders,7279358.01,3308857.03,4154434.73,0.00032789842136092437,0.0005082425531094328,0.0007213638964630635,3699.6795
8965,4110,1058.73,2,Production workers all other,Waiters and waitresses,7279358.01,14448397.1,18117752.05,0.00014544277098963568,0.0002254362950339353,7.327664049322123e-05,1641.0315
8965,4140,2648.58,2,Production workers all other,Dishwashers,7279358.01,1794688.56,2269643.19,0.00036384802016352537,0.0005639644312534644,0.0014757880888258406,4105.299
8965,4210,178.22,1,Production workers all other,First-line supervisors/managers of landscaping lawn service and groundskeeping workers,7279358.01,1813622.22,2172488.48,2.448292826856032e-05,3.7948538816268495e-05,9.826743300487353e-05,276.241
8965,4220,7307.969999999999,6,Production workers all other,Janitors and building cleaners,7279358.01,17966732.16,21540570.15,0.0010039305650251977,0.0015560923757890566,0.00040675009428091786,11327.3535
8965,4230,15102.119999999999,3,Production workers all other,Maids and housekeeping cleaners,7279358.01,11496932.97,13911050.2,0.002074649986888061,0.0032157074796764946,0.001313578155096437,23408.286000000004
8965,4250,315.12,1,Production workers all other,Grounds maintenance workers,7279358.01,9023956.69,10920944.76,4.328953179210374e-05,6.70987742777608e-05,3.492038036366064e-05,488.43600000000004
8965,4530,909.12,1,Production workers all other,Baggage porters bellhops and concierges,7279358.01,615297.42,781300.88,0.0001248901343705171,0.00019357970827430152,0.001477529354828109,1409.136
8965,4600,2893.95,2,Production workers all other,Child care workers,7279358.01,9340688.0,11345580.37,0.00039755566301649724,0.0006162112776755708,0.00030982193174635526,4485.6225
8965,4700,3837.39,1,Production workers all other,First-line supervisors/managers of retail sales workers,7279358.01,26229527.18,32085839.1,0.0005271604988693226,0.00081709877324745,0.00014630038786692302,5947.954499999999
8965,4710,300.59,1,Production workers all other,First-line supervisors/managers of non-retail sales workers,7279358.01,9598752.84,11738109.83,4.129347664822437e-05,6.400488880474777e-05,3.131552661168427e-05,465.9145
8965,4720,9260.65,6,Production workers all other,Cashiers,7279358.01,22819083.82,27819222.17,0.0012721794954003093,0.0019718782178704797,0.000405829176712319,14354.007500000002
8965,4740,1375.56,1,Production workers all other,Counter and rental clerks,7279358.01,898399.13,1063093.04,0.00018896721360734393,0.0002928991810913831,0.0015311234773791465,2132.118
8965,4750,1303.46,1,Production workers all other,Parts salespersons,7279358.01,906218.26,1100292.45,0.0001790624940014456,0.00027754686570224073,0.0014383510656693235,2020.3630000000003
8965,4760,6537.81,4,Production workers all other,Retail salespersons,7279358.01,24133685.46,30119043.79,0.0008981300261669642,0.0013921015405587945,0.0002708997766145577,10133.6055
8965,4810,1566.2,1,Production workers all other,Insurance sales agents,7279358.01,4867800.58,6006616.63,0.0002151563362934529,0.000333492321254852,0.00032174695209062984,2427.61
8965,4900,1932.69,1,Production workers all other,Models demonstrators and product promoters,7279358.01,603812.06,745220.33,0.0002655028090863194,0.0004115293540837951,0.0032008138426383864,2995.6695
8965,4965,2218.85,1,Production workers all other,Sales and related workers all other,7279358.01,1922207.55,2456596.79,0.00030481396806584593,0.0004724616505020612,0.0011543238397955517,3439.2174999999997
8965,5240,5176.88,2,Production workers all other,Customer service representatives,7279358.01,17108971.29,20909646.29,0.0007111726051786812,0.001102317538026956,0.0003025827743966014,8024.164000000001
8965,5520,1999.35,1,Production workers all other,Dispatchers,7279358.01,2296701.45,2792681.05,0.00027466021004234135,0.0004257233255656291,0.0008705310827404231,3098.9925
8965,5560,3715.47,1,Production workers all other,Postal service mail sorters processors and processing machine operators,7279358.01,575991.96,674177.32,0.0005104117691279756,0.0007911382421483623,0.006450558789049764,5758.9785
8965,5610,4622.68,2,Production workers all other,Shipping receiving and traffic clerks,7279358.01,4714649.8,5563836.35,0.0006350395177225251,0.000984311252469914,0.0009804927610954266,7165.154
8965,5620,4784.0,3,Production workers all other,Stock clerks and order fillers,7279358.01,11577879.11,13988323.53,0.0006572008126854033,0.001018661259662375,0.0004132017578131372,7415.2
8965,5630,1158.65,2,Production workers all other,Weighers measurers checkers and samplers record keeping,7279358.01,590385.33,701852.77,0.00015916925619104152,0.0002467123470961144,0.001962531826459848,1795.9075000000005
8965,5700,2362.16,2,Production workers all other,Secretaries and administrative assistants,7279358.01,23340536.33,28028965.9,0.0003245011437485268,0.0005029767728102166,0.00010120418685340467,3661.348
8965,6130,1803.44,1,Production workers all other,Logging workers,7279358.01,527768.96,644038.94,0.00024774712241416467,0.00038400803974195525,0.003417101301296689,2795.3320000000003
8965,6260,20502.29,10,Production workers all other,Construction laborers,7279358.01,12199027.18,15447565.55,0.0028164970003996277,0.004365570350619423,0.0016806495876665471,31778.549500000005
8965,6355,3004.7,1,Production workers all other,Electricians,7279358.01,5979007.33,7266938.46,0.00041276991678006506,0.0006397933710091009,0.0005025416150476604,4657.285
8965,6420,394.32,1,Production workers all other,Painters construction and maintenance,7279358.01,4244132.28,5158270.57,5.416961213589219e-05,8.39628988106329e-05,9.290945097498232e-05,611.196
8965,6440,596.38,1,Production workers all other,Pipelayers plumbers pipefitters and steamfitters,7279358.01,4722951.85,5666272.27,8.192755448773428e-05,0.00012698770945598813,0.00012627272496966067,924.3889999999999
8965,6515,5292.61,1,Production workers all other,Roofers,7279358.01,1653594.36,2087979.22,0.0007270709852062902,0.0011269600270697499,0.003200670084530283,8203.5455
8965,6600,421.52,1,Production workers all other,Helpers construction trades,7279358.01,423827.03,510938.47000000003,5.790620538527408e-05,8.975461834717482e-05,0.0009945566709136035,653.356
8965,6840,857.95,1,Production workers all other,Mining machine operators,7279358.01,500875.26,622472.21,0.00011786066832011743,0.000182684035896182,0.0017129015316108846,1329.8225
8965,7200,1388.12,1,Production workers all other,Automotive service technicians and mechanics,7279358.01,6702992.88,8201612.52,0.00019069264049014674,0.00029557359275972746,0.00020708958294462636,2151.5860000000002
8965,7330,2960.57,1,Production workers all other,Industrial and refractory machinery mechanics,7279358.01,3364344.28,3971255.94,0.00040670756898244663,0.0006303967319227923,0.0008799842565458254,4588.883500000001
8965,7410,302.43,1,Production workers all other,Electrical power-line installers and repairers,7279358.01,963295.6,1222258.38,4.154624619156491e-05,6.439668159692561e-05,0.00031395347388693567,468.76650000000006
8965,7550,3516.85,1,Production workers all other,Manufactured building and mobile home installers,7279358.01,62363.23,69226.52,0.0004831263959223789,0.0007488459136796873,0.05639300594276467,5451.1175
8965,7630,5379.38,2,Production workers all other,Other installation maintenance and repair workers,7279358.01,1655218.68,1927570.72,0.0007389909924213221,0.0011454360382530493,0.0032499512390713236,8338.039
8965,7700,4160.41,2,Production workers all other,First-line supervisors/managers of production and operating workers,7279358.01,6264203.3,7576217.03,0.000571535291200769,0.0008858797013611919,0.0006641562862431365,6448.6355
8965,7720,1178.27,1,Production workers all other,Electrical electronics and electromechanical assemblers,7279358.01,1244471.52,1458569.07,0.00016186454882166182,0.00025089005067357583,0.0009468035074036889,1826.3185
8965,7750,14452.2,8,Production workers all other,Miscellaneous assemblers and fabricators,7279358.01,8077589.1,9742648.04,0.001985367388188124,0.0030773194516915924,0.0017891724648385495,22400.91
8965,7800,4934.87,1,Production workers all other,Bakers,7279358.01,1682460.36,2051266.55,0.0006779265414918094,0.0010507861393123047,0.002933127054476338,7649.048500000001
8965,7810,3198.14,2,Production workers all other,Butchers and other meat poultry and fish processing workers,7279358.01,2493594.1,2993538.56,0.00043934368877125745,0.0006809827175954491,0.0012825423351779666,4957.117
8965,7855,2452.09,2,Production workers all other,Food processing workers all other,7279358.01,941379.24,1239407.37,0.0003368552551792957,0.0005221256455279084,0.0026047844437274825,3800.7395000000006
8965,7900,3253.5,2,Production workers all other,Computer control programmers and operators,7279358.01,724626.27,834909.6,0.0004469487550317641,0.0006927705702992344,0.0044899007042623505,5042.924999999999
8965,7940,745.8,1,Production workers all other,Rolling machine setters operators and tenders metal and plastic,7279358.01,111263.04000000001,139724.79,0.0001024540899040079,0.00015880383935121224,0.006703034538693172,1155.99
8965,8030,9891.21,3,Production workers all other,Machinists,7279358.01,3152389.02,3744928.36,0.0013588025189050978,0.0021061439043029016,0.0031376869850917063,15331.3755
8965,8040,3624.05,1,Production workers all other,Metal furnace and kiln operators and tenders,7279358.01,216776.7,258895.55000000002,0.0004978529693170017,0.0007716721024413526,0.016717894496963925,5617.277500000001
8965,8200,1600.36,1,Production workers all other,Plating and coating machine setters operators and tenders metal and plastic,7279358.01,169403.63999999998,192603.44,0.00021984905781547072,0.00034076603961397963,0.009447022507898886,2480.558
8965,8220,18778.61,9,Production workers all other,Metalworkers and plastic workers all others,7279358.01,3330302.47,3921299.25,0.002579706888190268,0.003998545676694915,0.0056387100478594064,29106.845500000003
8965,8255,2885.73,1,Production workers all other,Printing machine operators,7279358.01,1415934.12,1745172.24,0.00039642644255657376,0.0006144609859626894,0.0020380397359165267,4472.8815
8965,8320,1962.84,1,Production workers all other,Sewing machine operators,7279358.01,1522546.41,1831759.86,0.00026964465785355704,0.00041794921967301343,0.00128918237704163,3042.4019999999996
8965,8460,1909.22,1,Production workers all other,Textile apparel and furnishings workers all others,7279358.01,234949.87,274747.33,0.0002622786236612094,0.00040653186667487457,0.008126073872694631,2959.291
8965,8500,393.3,1,Production workers all other,Cabinetmakers and bench carpenters,7279358.01,478764.27999999997,569159.4,5.402948988904037e-05,8.374570932801258e-05,0.0008214898571798214,609.615
8965,8550,2293.31,1,Production workers all other,Woodworkers all others,7279358.01,219245.68,266356.63,0.0003150428920860289,0.0004883164827333448,0.010460000853836663,3554.6304999999998
8965,8620,3653.71,2,Production workers all other,Water and liquid waste treatment plant and system operators,7279358.01,685222.79,775060.82,0.0005019275044558497,0.0007779876319065671,0.005332148978874447,5663.2505
